Date,temperature,humidity,wind_speed,pressure,Weather Condition
2024-07-04,38.4,91,2.6,1015,Snowy
2024-07-05,20.8,83,3.9,1043,Stormy
2024-07-06,28.3,52,1.0,1049,Sunny
2024-07-07,21.6,45,3.3,998,Cloudy
2024-07-08,10.8,61,11.9,1032,Overcast
2024-07-09,34.9,76,4.0,1005,Partly Cloudy
2024-07-10,5.4,80,0.2,1043,Stormy
2024-07-11,33.4,55,15.1,1023,Rainy
2024-07-12,36.4,47,18.7,1022,Clear
2024-07-13,-4.7,33,12.0,1027,Stormy
2024-07-14,31.5,90,3.2,1022,Sunny
2024-07-15,5.1,86,6.6,1001,Rainy
2024-07-16,38.7,83,17.5,1041,Sunny
2024-07-17,26.4,47,8.6,1004,Overcast
2024-07-18,27.3,39,12.7,1036,Stormy
2024-07-19,16.3,69,3.1,982,Sunny
2024-07-20,18.2,52,1.3,1011,Partly Cloudy
2024-07-21,31.3,37,13.4,1048,Stormy
2024-07-22,7.2,45,7.8,1021,Clear
2024-07-23,32.3,44,7.6,1033,Cloudy
2024-07-24,1.5,99,18.9,1043,Snowy
2024-07-25,38.1,99,19.7,1019,Partly Cloudy
2024-07-26,39.7,36,18.6,1034,Clear
2024-07-27,23.0,80,8.1,982,Snowy
2024-07-28,35.1,96,12.6,1014,Cloudy
2024-07-29,25.9,70,13.3,1014,Rainy
2024-07-30,29.4,62,13.3,1023,Sunny
2024-07-31,1.1,49,15.8,987,Rainy
2024-08-01,7.0,76,18.5,1032,Partly Cloudy
2024-08-02,32.4,90,1.6,1012,Rainy
2024-08-03,26.5,53,12.0,1003,Stormy
2024-08-04,-1.4,79,5.4,1046,Partly Cloudy
2024-08-05,15.5,41,3.0,999,Snowy
2024-08-06,32.4,49,2.3,1007,Stormy
2024-08-07,9.9,54,16.2,1042,Partly Cloudy
2024-08-08,39.9,66,4.2,1007,Stormy
2024-08-09,-0.7,31,8.2,989,Clear
2024-08-10,24.1,32,9.3,1000,Partly Cloudy
2024-08-11,22.2,88,6.3,983,Stormy
2024-08-12,1.1,50,0.4,1017,Overcast
2024-08-13,32.8,63,11.7,1016,Stormy
2024-08-14,32.1,54,12.7,992,Overcast
2024-08-15,4.2,30,6.7,995,Overcast
2024-08-16,35.5,86,3.0,1019,Cloudy
2024-08-17,17.9,32,18.1,1017,Overcast
2024-08-18,33.6,63,12.7,988,Partly Cloudy
2024-08-19,39.7,54,6.5,1004,Partly Cloudy
2024-08-20,14.2,45,12.6,1001,Partly Cloudy
2024-08-21,6.0,44,16.6,1009,Clear
2024-08-22,39.2,97,17.0,982,Rainy
2024-08-23,14.1,88,1.8,981,Partly Cloudy
2024-08-24,26.1,61,1.2,990,Partly Cloudy
2024-08-25,-4.7,53,5.9,1050,Overcast
2024-08-26,9.8,63,12.5,1004,Sunny
2024-08-27,17.0,56,3.8,1034,Rainy
2024-08-28,-0.2,88,9.2,1049,Overcast
2024-08-29,13.2,41,0.2,1029,Overcast
2024-08-30,37.6,90,0.9,1005,Snowy
2024-08-31,2.4,88,10.6,991,Clear
2024-09-01,27.3,85,8.7,1012,Overcast
2024-09-02,37.0,38,1.9,997,Partly Cloudy
2024-09-03,-4.4,57,13.9,1023,Cloudy
2024-09-04,7.7,45,15.4,999,Snowy
2024-09-05,22.0,56,10.3,1019,Stormy
2024-09-06,19.9,64,1.9,1013,Cloudy
2024-09-07,8.6,33,10.1,980,Clear
2024-09-08,23.0,43,15.2,1043,Sunny
2024-09-09,36.5,87,16.3,1011,Stormy
2024-09-10,33.6,77,17.2,1037,Overcast
2024-09-11,23.2,32,1.0,1017,Cloudy
2024-09-12,34.7,80,7.4,996,Rainy
2024-09-13,3.7,81,15.3,1000,Partly Cloudy
2024-09-14,14.0,67,0.8,1006,Stormy
2024-09-15,-1.7,72,5.8,1004,Clear
2024-09-16,31.8,61,6.8,1030,Rainy
2024-09-17,13.6,72,9.6,999,Sunny
2024-09-18,31.7,51,16.8,985,Sunny
2024-09-19,5.3,77,14.9,1023,Sunny
2024-09-20,20.6,34,5.3,1038,Sunny
2024-09-21,30.1,31,17.3,1038,Overcast
2024-09-22,13.9,89,0.6,1038,Stormy
2024-09-23,13.1,68,9.2,1005,Partly Cloudy
2024-09-24,1.9,83,10.4,1011,Partly Cloudy
2024-09-25,26.8,63,18.9,987,Sunny
2024-09-26,38.2,69,17.7,994,Clear
2024-09-27,-0.8,84,10.1,998,Snowy
2024-09-28,27.9,94,7.7,1010,Overcast
2024-09-29,10.3,59,9.3,996,Rainy
2024-09-30,31.0,40,7.7,1006,Rainy
2024-10-01,24.0,63,12.0,980,Stormy
2024-10-02,-1.7,78,1.4,986,Overcast
2024-10-03,33.7,66,12.7,990,Snowy
2024-10-04,21.1,47,17.1,999,Sunny
2024-10-05,4.7,57,5.7,1039,Rainy
2024-10-06,28.1,56,6.7,1023,Cloudy
2024-10-07,0.4,68,3.6,1028,Clear
2024-10-08,38.5,37,14.4,993,Cloudy
2024-10-09,31.0,76,4.7,1034,Snowy
2024-10-10,12.3,41,9.0,1012,Overcast
2024-10-11,37.2,92,18.3,1027,Clear
2024-10-12,12.1,50,8.2,1000,Overcast
2024-10-13,21.3,32,17.1,987,Overcast
2024-10-14,8.4,30,16.6,1015,Rainy
2024-10-15,35.9,63,14.6,985,Sunny
2024-10-16,25.1,61,10.6,1014,Stormy
2024-10-17,34.7,52,19.6,987,Snowy
2024-10-18,13.3,52,2.1,1010,Partly Cloudy
2024-10-19,22.3,75,6.5,1014,Snowy
2024-10-20,-2.7,39,5.5,1041,Partly Cloudy
2024-10-21,11.0,82,16.1,1029,Partly Cloudy
2024-10-22,12.4,46,7.3,1017,Clear
2024-10-23,13.8,53,0.7,1038,Clear
2024-10-24,2.5,59,17.4,1046,Stormy
2024-10-25,20.0,78,1.1,1016,Snowy
2024-10-26,19.1,39,3.5,1041,Clear
2024-10-27,19.4,68,11.2,1029,Snowy
2024-10-28,5.0,55,12.9,1005,Partly Cloudy
2024-10-29,27.3,82,9.5,1047,Sunny
2024-10-30,31.4,77,11.0,1010,Rainy
2024-10-31,31.3,49,17.6,1025,Cloudy
2024-11-01,33.9,71,12.7,1038,Clear
2024-11-02,-3.2,45,3.9,1043,Snowy
2024-11-03,0.1,81,8.4,1013,Cloudy
2024-11-04,27.4,77,11.2,1001,Sunny
2024-11-05,-3.1,80,0.4,990,Partly Cloudy
2024-11-06,4.0,41,6.4,990,Partly Cloudy
2024-11-07,4.3,78,4.0,1023,Rainy
2024-11-08,18.2,78,0.6,993,Partly Cloudy
2024-11-09,9.7,94,0.9,1019,Cloudy
2024-11-10,-4.1,31,10.9,1018,Overcast
2024-11-11,18.4,53,8.6,1009,Partly Cloudy
2024-11-12,35.5,84,16.8,1009,Sunny
2024-11-13,19.3,74,1.8,1005,Overcast
2024-11-14,8.3,33,16.8,1049,Rainy
2024-11-15,34.0,43,9.1,1040,Clear
2024-11-16,5.6,72,6.2,990,Stormy
2024-11-17,9.5,72,13.8,1042,Partly Cloudy
2024-11-18,10.0,31,2.0,1023,Cloudy
2024-11-19,3.8,64,15.4,1031,Cloudy
2024-11-20,24.3,66,18.5,1042,Overcast
2024-11-21,16.5,67,14.0,983,Rainy
2024-11-22,1.0,41,13.0,1022,Rainy
2024-11-23,37.7,83,10.0,994,Overcast
2024-11-24,31.1,47,11.7,1035,Cloudy
2024-11-25,27.0,33,5.1,1044,Stormy
2024-11-26,6.7,45,6.0,1025,Stormy
2024-11-27,29.8,44,18.6,1037,Rainy
2024-11-28,10.6,62,13.4,1018,Snowy
2024-11-29,20.1,42,11.9,981,Partly Cloudy
2024-11-30,6.2,62,17.9,1022,Rainy
2024-12-01,25.1,73,18.0,996,Rainy
2024-12-02,2.6,66,6.6,1046,Partly Cloudy
2024-12-03,34.2,74,17.3,1004,Overcast
2024-12-04,19.6,83,4.1,994,Stormy
2024-12-05,-2.3,79,7.3,1042,Overcast
2024-12-06,-3.9,33,13.3,1038,Partly Cloudy
2024-12-07,35.1,35,10.4,1048,Sunny
2024-12-08,-1.9,84,13.0,1047,Rainy
2024-12-09,29.8,72,5.3,1029,Overcast
2024-12-10,12.3,98,4.4,1034,Partly Cloudy
2024-12-11,33.7,97,16.0,989,Stormy
2024-12-12,15.5,91,14.6,1012,Cloudy
2024-12-13,4.1,88,1.4,1025,Clear
2024-12-14,23.2,79,19.7,1015,Partly Cloudy
2024-12-15,31.3,55,18.7,998,Partly Cloudy
2024-12-16,14.9,48,6.0,1038,Sunny
2024-12-17,21.8,40,15.8,1025,Rainy
2024-12-18,4.1,83,16.2,1045,Sunny
2024-12-19,17.3,57,15.4,1000,Rainy
2024-12-20,12.0,76,8.7,1011,Partly Cloudy
2024-12-21,8.9,82,10.7,1030,Sunny
2024-12-22,28.7,74,15.7,1032,Sunny
2024-12-23,27.2,42,5.0,981,Rainy
2024-12-24,31.2,47,10.3,1001,Rainy
2024-12-25,0.6,32,18.8,1015,Snowy
2024-12-26,30.1,73,8.7,1026,Snowy
2024-12-27,21.6,72,4.9,996,Sunny
2024-12-28,18.5,66,1.3,1009,Snowy
2024-12-29,0.6,40,18.4,1046,Snowy
2024-12-30,16.4,97,16.9,1018,Stormy
2024-12-31,36.9,45,18.3,994,Snowy
2025-01-01,29.1,69,16.5,1030,Sunny
2025-01-02,13.4,53,9.3,997,Cloudy
2025-01-03,2.5,97,19.2,1028,Sunny
2025-01-04,36.4,62,7.8,1021,Partly Cloudy
2025-01-05,-4.3,52,8.0,1012,Sunny
2025-01-06,6.7,57,0.7,1030,Stormy
2025-01-07,15.8,88,13.1,1045,Stormy
2025-01-08,0.3,56,16.1,1021,Partly Cloudy
2025-01-09,29.4,39,19.6,998,Clear
2025-01-10,27.0,90,9.6,1026,Cloudy
2025-01-11,15.5,34,10.3,1011,Cloudy
2025-01-12,-0.1,62,14.7,992,Rainy
2025-01-13,13.5,82,17.2,989,Overcast
2025-01-14,27.0,59,3.4,1003,Sunny
2025-01-15,29.9,42,8.5,1038,Sunny
2025-01-16,6.4,90,13.0,1046,Snowy
2025-01-17,-2.2,45,13.2,999,Clear
2025-01-18,31.0,52,0.0,991,Partly Cloudy
2025-01-19,26.8,47,9.1,983,Rainy
2025-01-20,8.2,92,16.3,1028,Cloudy
2025-01-21,37.3,99,9.4,1024,Snowy
2025-01-22,7.2,88,5.0,1047,Partly Cloudy
2025-01-23,23.5,74,3.0,1041,Cloudy
2025-01-24,13.5,91,2.3,1047,Stormy
2025-01-25,10.6,80,17.8,991,Snowy
2025-01-26,21.3,35,14.0,1015,Partly Cloudy
2025-01-27,-0.9,68,13.3,1045,Cloudy
2025-01-28,3.3,71,11.7,1049,Stormy
2025-01-29,38.7,39,0.2,1001,Cloudy
2025-01-30,29.3,85,11.6,1016,Cloudy
2025-01-31,16.5,90,11.0,1009,Partly Cloudy
2025-02-01,-2.6,56,1.8,1018,Overcast
2025-02-02,30.2,34,12.7,1040,Sunny
2025-02-03,32.4,30,6.7,1004,Stormy
2025-02-04,38.9,35,12.7,994,Clear
2025-02-05,11.4,75,1.6,1025,Sunny
2025-02-06,9.8,31,11.3,1016,Cloudy
2025-02-07,13.2,55,12.8,999,Rainy
2025-02-08,8.6,71,16.7,994,Sunny
2025-02-09,14.3,42,9.4,1013,Cloudy
2025-02-10,0.3,71,14.1,993,Stormy
2025-02-11,0.7,74,14.2,981,Snowy
2025-02-12,26.7,43,14.8,987,Snowy
2025-02-13,7.9,52,19.7,1033,Stormy
2025-02-14,26.7,54,6.9,1030,Stormy
2025-02-15,4.5,48,9.8,1004,Stormy
2025-02-16,31.3,57,2.0,1050,Snowy
2025-02-17,14.5,71,16.1,1031,Sunny
2025-02-18,24.1,81,1.4,1038,Snowy
2025-02-19,17.0,94,8.3,999,Snowy
2025-02-20,4.4,95,13.9,986,Snowy
2025-02-21,17.4,79,6.0,1004,Snowy
2025-02-22,35.2,38,19.2,1030,Clear
2025-02-23,15.8,47,7.6,1020,Cloudy
2025-02-24,34.4,86,12.1,1034,Stormy
2025-02-25,34.5,87,4.7,988,Partly Cloudy
2025-02-26,16.4,62,7.4,988,Clear
2025-02-27,28.5,63,15.6,1023,Clear
2025-02-28,11.8,75,2.1,1046,Clear
2025-03-01,21.4,92,2.4,990,Clear
2025-03-02,39.9,48,9.3,1020,Cloudy
2025-03-03,33.6,41,6.7,1043,Clear
2025-03-04,35.4,47,0.7,1010,Stormy
2025-03-05,25.8,100,7.2,981,Sunny
2025-03-06,38.4,64,6.2,991,Cloudy
2025-03-07,7.9,37,1.4,997,Snowy
2025-03-08,21.3,54,9.1,1012,Snowy
2025-03-09,27.8,74,0.3,1048,Cloudy
2025-03-10,23.1,97,0.5,1026,Clear
2025-03-11,5.7,33,13.9,1011,Clear
2025-03-12,4.7,93,12.1,1024,Rainy
2025-03-13,39.9,88,14.1,1023,Snowy
2025-03-14,27.5,61,16.3,989,Rainy
2025-03-15,30.2,94,18.1,1002,Sunny
2025-03-16,39.1,52,5.6,1047,Cloudy
2025-03-17,6.9,72,0.0,984,Overcast
2025-03-18,39.4,80,14.7,1019,Overcast
2025-03-19,23.8,63,18.5,1025,Stormy
2025-03-20,1.5,77,3.2,991,Rainy
2025-03-21,22.5,73,12.3,983,Cloudy
2025-03-22,14.4,30,3.1,1030,Snowy
2025-03-23,28.1,86,9.2,1048,Partly Cloudy
2025-03-24,23.6,68,19.0,1023,Sunny
2025-03-25,38.4,38,18.0,983,Partly Cloudy
2025-03-26,-0.4,99,15.3,1038,Stormy
2025-03-27,29.6,66,6.9,1039,Snowy
2025-03-28,26.6,82,7.9,1046,Rainy
2025-03-29,35.4,78,18.7,1008,Sunny
2025-03-30,12.9,32,4.7,980,Stormy
2025-03-31,25.6,80,2.7,1050,Overcast
2025-04-01,34.7,47,2.1,984,Overcast
2025-04-02,5.8,78,1.8,991,Partly Cloudy
2025-04-03,34.9,70,10.4,1002,Cloudy
2025-04-04,39.3,71,1.8,1037,Rainy
2025-04-05,15.8,47,15.3,991,Rainy
2025-04-06,36.2,55,12.9,1028,Overcast
2025-04-07,15.8,62,7.2,1048,Sunny
2025-04-08,-1.5,70,4.6,1031,Sunny
2025-04-09,2.3,36,9.9,1050,Stormy
2025-04-10,21.5,91,4.7,1003,Cloudy
2025-04-11,27.3,100,16.1,999,Overcast
2025-04-12,28.6,77,8.1,1039,Stormy
2025-04-13,22.6,39,14.3,983,Partly Cloudy
2025-04-14,39.6,85,7.7,1038,Clear
2025-04-15,36.1,50,9.7,1009,Stormy
2025-04-16,2.5,83,12.9,996,Rainy
2025-04-17,0.9,72,11.3,1041,Partly Cloudy
2025-04-18,9.8,82,7.9,1016,Sunny
2025-04-19,12.1,55,18.9,1037,Partly Cloudy
2025-04-20,14.0,75,15.3,1038,Rainy
2025-04-21,10.5,57,16.6,1030,Partly Cloudy
2025-04-22,4.9,60,10.4,1029,Partly Cloudy
2025-04-23,10.4,56,5.2,1040,Stormy
2025-04-24,23.6,96,14.9,999,Snowy
2025-04-25,35.5,79,2.9,1020,Overcast
2025-04-26,20.3,74,16.7,1026,Stormy
2025-04-27,1.4,40,2.7,1037,Cloudy
2025-04-28,37.3,77,1.0,1047,Snowy
2025-04-29,30.4,74,8.7,1000,Stormy
2025-04-30,20.4,58,14.1,1049,Partly Cloudy
2025-05-01,23.8,33,2.0,1038,Clear
2025-05-02,35.4,86,9.2,984,Sunny
2025-05-03,31.8,88,12.4,1000,Cloudy
2025-05-04,26.6,49,4.0,1003,Clear
2025-05-05,10.0,31,3.3,1010,Sunny
2025-05-06,29.8,66,5.2,989,Overcast
2025-05-07,24.1,100,5.4,1017,Snowy
2025-05-08,-1.0,95,7.1,1030,Overcast
2025-05-09,-3.8,46,16.6,1035,Rainy
2025-05-10,10.3,55,19.1,1042,Rainy
2025-05-11,32.0,44,17.2,989,Stormy
2025-05-12,-1.2,95,17.3,989,Rainy
2025-05-13,24.6,49,5.1,1006,Snowy
2025-05-14,20.8,52,19.1,1047,Cloudy
2025-05-15,17.6,42,1.4,1033,Snowy
2025-05-16,7.8,39,2.4,1037,Partly Cloudy
2025-05-17,30.4,87,16.8,1036,Snowy
2025-05-18,29.0,33,17.1,1025,Partly Cloudy
2025-05-19,31.5,44,17.4,1036,Sunny
2025-05-20,1.3,97,5.6,1009,Partly Cloudy
2025-05-21,13.7,66,13.5,1011,Clear
2025-05-22,18.1,45,13.0,1023,Overcast
2025-05-23,33.3,54,1.9,987,Stormy
2025-05-24,29.4,34,10.1,998,Clear
2025-05-25,-4.0,100,17.5,1042,Sunny
2025-05-26,30.8,75,11.7,1030,Clear
2025-05-27,16.6,37,13.8,983,Clear
2025-05-28,39.0,49,8.9,996,Stormy
2025-05-29,20.5,36,9.0,982,Stormy
2025-05-30,5.2,62,17.5,992,Sunny
2025-05-31,27.1,89,0.6,988,Snowy
2025-06-01,33.1,55,2.0,993,Stormy
2025-06-02,34.4,77,14.5,989,Snowy
2025-06-03,5.9,51,10.7,1027,Cloudy
2025-06-04,0.7,65,14.5,997,Stormy
2025-06-05,36.1,100,10.3,1022,Cloudy
2025-06-06,19.5,34,5.1,1043,Stormy
2025-06-07,38.5,35,5.1,981,Snowy
2025-06-08,9.6,49,17.1,1016,Partly Cloudy
2025-06-09,7.3,77,4.6,997,Stormy
2025-06-10,23.3,64,7.8,988,Rainy
2025-06-11,27.7,31,6.2,1002,Clear
2025-06-12,37.9,49,11.8,1049,Sunny
2025-06-13,28.8,69,4.3,1010,Partly Cloudy
2025-06-14,6.0,32,8.3,986,Clear
2025-06-15,10.3,57,3.2,1038,Rainy
2025-06-16,14.7,81,5.6,1002,Sunny
2025-06-17,36.6,47,3.2,997,Rainy
2025-06-18,28.2,39,10.2,1030,Clear
2025-06-19,10.7,52,8.3,1032,Sunny
2025-06-20,8.7,88,2.6,1033,Sunny
2025-06-21,7.2,32,8.3,1035,Clear
2025-06-22,35.9,52,16.8,1029,Sunny
2025-06-23,0.1,71,13.1,1013,Overcast
2025-06-24,21.4,54,9.5,1029,Sunny
2025-06-25,38.6,79,12.0,991,Cloudy
2025-06-26,26.2,74,8.2,1037,Snowy
2025-06-27,12.2,70,9.9,1049,Clear
2025-06-28,17.0,32,10.8,1041,Partly Cloudy
2025-06-29,9.6,79,17.6,1012,Sunny
2025-06-30,-2.7,94,3.7,980,Sunny
2025-07-01,35.0,74,8.4,1040,Cloudy
2025-07-02,20.8,63,18.4,1004,Partly Cloudy
2025-07-03,10.8,65,4.3,996,Stormy
2025-07-04,14.5,91,14.2,985,Overcast
2025-07-05,37.1,59,14.5,1033,Rainy
2025-07-06,11.7,45,10.5,1047,Stormy
2025-07-07,33.7,39,12.2,1016,Stormy
2025-07-08,13.2,35,13.6,1019,Cloudy
2025-07-09,-0.9,84,12.7,1014,Stormy
2025-07-10,26.0,98,2.4,1030,Stormy
2025-07-11,8.4,86,15.1,1013,Cloudy
2025-07-12,-3.7,98,2.5,1037,Cloudy
2025-07-13,3.5,94,16.7,1031,Sunny
2025-07-14,13.8,88,16.9,1010,Stormy
2025-07-15,15.4,91,4.6,1015,Cloudy
2025-07-16,34.3,78,10.0,1008,Cloudy
2025-07-17,36.1,99,6.4,997,Overcast
2025-07-18,5.6,84,4.0,1019,Clear
2025-07-19,13.5,96,16.7,1033,Overcast
2025-07-20,18.8,41,0.8,995,Stormy
2025-07-21,-2.2,42,12.6,998,Snowy
2025-07-22,-1.1,30,8.6,1021,Clear
2025-07-23,16.9,44,16.3,1039,Stormy
2025-07-24,5.8,80,1.4,1011,Snowy
2025-07-25,30.8,76,14.7,1049,Cloudy
2025-07-26,7.1,43,2.7,1048,Partly Cloudy
2025-07-27,23.7,79,5.8,1019,Sunny
2025-07-28,20.6,32,6.6,1019,Overcast
2025-07-29,23.5,35,10.5,1041,Cloudy
2025-07-30,26.8,89,19.8,987,Snowy
2025-07-31,1.0,52,17.1,1019,Sunny
2025-08-01,4.4,100,8.9,1003,Sunny
2025-08-02,12.6,48,7.0,1007,Clear
2025-08-03,27.0,60,2.1,1041,Stormy
2025-08-04,27.6,51,12.7,985,Cloudy
2025-08-05,35.6,92,9.5,1005,Overcast
2025-08-06,1.6,96,6.3,1045,Stormy
2025-08-07,3.8,98,2.9,1040,Overcast
2025-08-08,13.1,52,11.3,1035,Clear
2025-08-09,21.9,55,11.2,1033,Stormy
2025-08-10,8.3,64,3.6,1017,Stormy
2025-08-11,31.6,97,11.3,1049,Cloudy
2025-08-12,7.0,62,12.5,1045,Sunny
2025-08-13,5.0,52,19.9,1002,Clear
2025-08-14,30.0,45,5.1,1018,Sunny
2025-08-15,13.4,84,19.4,987,Sunny
2025-08-16,15.8,53,14.3,1001,Clear
2025-08-17,21.2,73,13.3,989,Cloudy
2025-08-18,12.9,68,4.8,1038,Cloudy
2025-08-19,32.7,44,5.0,991,Rainy
2025-08-20,28.7,38,8.0,1021,Clear
2025-08-21,-2.3,98,19.9,1029,Overcast
2025-08-22,29.8,30,13.1,981,Snowy
2025-08-23,33.3,33,16.9,1045,Sunny
2025-08-24,27.1,87,0.0,1049,Sunny
2025-08-25,-2.6,77,7.3,1018,Cloudy
2025-08-26,34.5,60,2.2,991,Snowy
2025-08-27,24.8,90,0.7,992,Clear
2025-08-28,33.2,43,9.9,994,Clear
2025-08-29,30.7,92,1.4,1025,Clear
2025-08-30,21.6,42,5.8,1043,Stormy
2025-08-31,17.7,45,8.0,980,Overcast
2025-09-01,6.2,90,5.0,1043,Snowy
2025-09-02,0.8,74,10.1,993,Partly Cloudy
2025-09-03,7.0,63,6.8,993,Overcast
2025-09-04,26.6,92,15.7,1011,Clear
2025-09-05,-4.0,75,8.8,992,Partly Cloudy
2025-09-06,22.0,78,5.0,1037,Snowy
2025-09-07,30.2,66,6.0,1007,Cloudy
2025-09-08,4.8,99,5.4,1033,Snowy
2025-09-09,-0.7,41,10.1,1010,Clear
2025-09-10,4.4,59,13.0,1022,Cloudy
2025-09-11,8.7,52,16.6,994,Clear
2025-09-12,6.8,48,11.3,997,Clear
2025-09-13,27.3,56,10.0,985,Snowy
2025-09-14,18.8,40,18.1,998,Snowy
2025-09-15,37.2,60,8.0,996,Stormy
2025-09-16,9.4,35,6.1,1017,Overcast
2025-09-17,17.5,91,8.2,1011,Sunny
2025-09-18,13.2,89,17.4,985,Partly Cloudy
2025-09-19,39.0,35,3.1,1032,Snowy
2025-09-20,34.4,66,15.7,1019,Rainy
2025-09-21,18.4,42,1.6,1016,Partly Cloudy
2025-09-22,30.0,80,13.8,994,Cloudy
2025-09-23,-4.3,92,3.3,999,Overcast
2025-09-24,23.7,68,12.7,1018,Clear
2025-09-25,18.2,55,6.2,1023,Overcast
2025-09-26,35.4,52,15.7,1024,Rainy
